word,hiragana,katakana,ANIME_JDRAMA_rank,CEJC_rank,ADNO,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
どうぞ,どうぞ,ドウゾ,5,5,1,1,4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,1,1,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,1,4,5
つもり,つもり,ツモリ,5,5,3,1,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,4,4,5,5,4,5,5,5,3,4,4
なんで,なんで,ナンデ,5,1,1,1,2,1,1,5,5,1,1,4,1,1,1,1,1,1,5,1,1,2,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,5,1
何だ,なんだ,ナンダ,5,3,1,1,1,1,2,5,5,2,2,4,2,2,3,2,2,2,4,1,1,2,3,1,5,5,4,5,5,4,5,3,4,4,4,3,5,5,1,1,1,1,1,1,1,1,1,2,1,5,1,2,3,1,1,3,1
お母さん,おかあさん,オカアサン,5,1,1,1,1,1,1,5,5,1,1,4,1,1,1,1,1,1,5,1,1,4,5,2,4,4,1,5,5,5,5,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,4,1
どんな,どんな,ドンナ,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5
こちら,こちら,コチラ,5,1,4,1,1,1,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,4,5,5
ずっと,ずっと,ズット,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,3,5,5
ので,ので,ノデ,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,5,1
信じる,しんじる,シンジル,5,1,2,1,4,1,3,5,5,4,1,5,1,1,5,4,4,4,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,5,4,4,3,1,4,5,4
なあ,なあ,ナア,5,3,1,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,5,1,1,4,5
だが,だが,ダガ,5,1,1,1,5,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,4,3,1
これから,これから,コレカラ,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,2,5,5,4,4,4,4,4,4,4,4,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,3,5,1
うわる,うわる,ウワル,5,2,1,1,1,1,1,1,4,1,1,2,1,2,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,2,2,2,4,2,2,2,1,2,4,1,1,1,1,1,3,2
はあ,はあ,ハア,5,5,1,1,4,4,2,5,5,5,5,4,5,5,4,5,5,5,5,2,1,2,1,1,4,5,4,5,5,5,5,3,4,4,5,4,5,1,4,4,4,4,4,5,5,5,5,4,1,5,4,4,3,1,1,3,3
きっと,きっと,キット,5,1,2,4,1,1,4,5,5,5,1,5,1,1,5,5,5,5,5,5,5,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,2,4,4
それで,それで,ソレデ,5,1,1,1,4,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,1,3,5,5,4,5,5,5,5,4,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,5,1
らしい,らしい,ラシイ,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
さっき,さっき,サッキ,5,5,1,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,4,5,1,5,5
がる,がる,ガル,5,4,2,1,1,4,4,4,5,5,5,5,4,5,5,4,4,5,5,1,1,3,1,1,4,1,1,2,2,3,2,2,2,4,2,3,4,1,4,3,5,4,4,5,4,4,5,4,5,5,4,5,4,5,4,4,4
など,など,ナド,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,1,5,5,5
じゃん,じゃん,ジャン,5,5,1,1,4,4,3,5,5,5,5,3,5,5,3,5,5,5,5,4,5,3,1,1,4,5,5,5,5,5,5,1,4,4,5,5,5,5,3,3,3,3,3,3,4,4,3,4,1,5,1,4,1,2,2,5,5
達,たち,タチ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4,4,5,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
私たち,わたしたち,ワタシタチ,5,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,4,5,5,5,5,5,4,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,1,5,5
っす,っす,ッス,5,1,1,1,1,1,3,5,5,5,1,3,1,1,1,5,5,5,5,1,1,3,1,1,3,4,4,5,4,5,5,1,3,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,1,2,5,5
んで,んで,ンデ,5,1,1,1,3,1,2,5,5,3,1,5,1,1,1,4,4,4,5,1,1,1,1,1,5,4,4,3,4,4,4,2,3,4,4,2,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,3,5,1,2,5,4
万,まん,マン,5,5,5,5,2,5,4,5,5,2,2,5,2,2,5,2,2,2,4,5,5,5,4,1,5,4,1,5,4,4,5,5,4,4,3,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,4
ちる,ちる,チル,5,2,1,1,3,3,3,4,5,2,3,5,4,3,4,3,3,2,5,1,1,2,3,1,4,2,3,2,3,3,3,2,2,2,3,4,5,4,3,3,3,3,3,2,4,3,3,3,4,5,4,2,2,4,5,4,2
痛い,いたい,イタイ,5,5,1,1,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,3,5,4,4,4,5,4,5,4,5,5,4,5,4,5,2,5,5
ハッ,ハッ,ハッ,5,3,1,1,1,1,1,1,5,5,1,4,2,1,1,5,5,5,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,3,1,2,3,3
あんな,あんな,アンナ,5,5,2,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,4,4,3,4,5,3,5,4,4,5,4,5,4,5,2,4,4
よろしく,よろしく,ヨロシク,5,5,1,1,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,1,4,5,5,5,5,5,5,4,4,5,5,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,5,2,5,5
あー,あー,アー,5,5,1,1,3,4,1,4,5,4,5,4,5,5,1,5,5,5,5,4,4,4,1,1,4,4,5,5,5,5,5,3,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,4,4,4,1,2,5,5
とこ,とこ,トコ,5,1,2,1,1,1,3,1,5,5,1,4,1,1,1,5,5,5,5,5,5,4,1,1,1,5,5,5,5,5,5,3,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,5,1,2,4,5
ママ,ママ,ママ,5,5,3,1,4,4,4,5,5,5,1,4,1,1,4,5,5,5,4,5,5,4,1,4,4,4,1,5,4,4,5,3,3,4,4,3,5,5,3,3,4,3,3,3,3,4,3,5,3,5,4,4,4,4,3,3,4
では,では,デハ,5,1,1,1,5,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,5,1
いつ,いつ,イツ,5,1,4,1,1,1,4,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,3,4,5
わぁ,わぁ,ワァ,5,1,1,1,1,1,1,1,4,3,1,2,1,1,1,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,1,1,4,4
ちまう,ちまう,チマウ,5,4,1,1,4,3,2,1,5,5,5,4,5,5,4,5,5,5,4,1,1,2,1,1,1,3,1,2,2,3,3,1,1,3,2,1,5,3,2,3,3,2,2,3,2,2,2,3,1,5,4,4,3,1,1,3,3
ホント,ホント,ホント,5,1,1,1,1,1,3,1,5,5,1,3,1,1,1,5,5,5,4,5,5,4,1,1,1,5,1,5,5,5,5,2,3,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,1,2,4,5
っていう,っていう,ッテイウ,5,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,5,1,1,4,5,1,1,4,4,5,4,4,5,3,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,5,1
ほる,ほる,ホル,5,4,1,1,3,3,3,3,5,4,4,4,3,3,4,4,4,4,5,1,1,2,4,1,4,4,4,4,4,4,4,2,2,4,3,2,5,4,4,3,4,4,3,5,3,3,3,3,4,5,3,3,2,3,4,4,3
いただく,いただく,イタダク,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5
確かに,たしかに,タシカニ,5,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,1,1,4,3,2,1,5,5,5,5,5,5,4,5,4,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,1,5,1
攻撃,こうげき,コウゲキ,5,3,5,4,4,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,3,4,4,1,4,4,4,4,4,4,5,4,5,5,2,4,4,4,4,3,3,3,4,3,4,5,5,5,5,5,4,5,4,5
そ,そ,ソ,5,2,3,3,4,2,3,1,5,5,2,5,2,2,3,5,5,5,5,5,5,4,2,2,3,4,1,2,2,2,2,3,2,2,1,2,5,1,3,3,2,3,3,2,3,3,3,1,2,5,4,5,4,2,3,4,5
皆さん,みなさん,ミナサン,5,1,1,1,5,1,1,5,5,1,1,4,1,1,1,1,1,1,4,1,1,5,4,1,4,5,4,5,5,4,5,4,4,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,2,5,1
フッ,フッ,フッ,5,2,1,1,1,1,1,5,5,5,1,2,1,1,1,5,5,5,3,3,3,2,1,1,3,5,4,5,5,5,5,2,4,5,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,1,3,4,3
どうも,どうも,ドウモ,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,4,1,1,4,1,1,5,5,3,5,5,4,5,4,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,5,1
第,だい,ダイ,5,5,5,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,1,3,4,5,3,4,3,3,2,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
どうか,どうか,ドウカ,5,2,2,3,1,2,2,4,5,3,3,4,3,1,2,3,3,1,5,2,2,3,3,1,4,4,4,5,4,4,4,4,4,5,4,3,4,5,3,4,2,5,3,3,3,3,3,2,3,5,1,2,2,2,2,5,2
あッ,あっ,アッ,5,1,1,1,1,1,1,1,2,3,1,3,1,1,1,4,4,5,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,1,2,2
ちょ,ちょ,チョ,5,1,2,4,3,3,2,5,5,4,2,3,2,3,3,5,5,5,5,3,3,3,3,4,4,5,5,5,5,5,5,4,4,4,5,4,5,5,2,3,2,2,2,2,2,2,2,3,1,5,4,4,4,1,3,5,5
だったら,だったら,ダッタラ,5,1,1,1,3,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,5,5,5,5,5,5,4,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1
おはよう,おはよう,オハヨウ,5,4,2,1,4,3,3,5,5,5,5,3,4,5,4,4,5,5,5,5,5,3,4,3,3,4,4,5,5,5,5,3,4,4,4,4,5,5,2,3,2,2,2,4,2,2,2,3,1,5,4,4,4,1,3,3,4
たって,たって,タッテ,5,5,1,1,4,4,3,5,5,4,4,4,5,5,5,5,5,5,5,4,4,1,1,1,4,5,5,5,5,5,5,4,4,4,4,4,4,1,3,3,3,3,3,4,4,4,3,4,1,5,4,4,4,1,1,4,4
我々,われわれ,ワレワレ,5,4,3,1,5,5,4,5,5,5,1,4,1,1,4,5,5,5,4,5,5,5,1,1,5,5,3,5,5,5,5,4,4,5,4,4,5,4,5,5,5,4,5,5,5,4,4,4,4,5,5,5,4,4,3,5,5
えッ,えっ,エッ,5,1,1,1,1,1,1,1,2,2,1,2,1,1,1,3,3,5,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
ごめんなさい,ごめんなさい,ゴメンナサイ,5,1,1,1,1,1,1,5,5,1,1,4,1,1,1,1,1,1,5,1,1,3,5,1,4,5,5,5,5,5,5,3,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,1,1,4,4
ぐらい,ぐらい,グライ,5,1,3,1,1,1,4,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,4,5,4,4,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,1,2,5,5
貴様,きさま,キサマ,5,3,1,4,3,3,2,4,5,5,5,4,5,4,4,5,5,4,5,4,4,2,4,1,4,4,4,4,4,4,5,1,4,4,4,4,5,3,1,1,1,1,1,3,1,1,1,3,5,5,5,4,3,5,1,2,3
べし,べし,ベシ,5,4,2,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,3,3,3,3,3,3,3,4,3,4,3,3,5,4,5,5,5,4,5,5,5,4,4,5,1,5,5,5,3,1,5,5,5
さぁ,さぁ,サァ,5,1,1,1,1,1,2,1,3,3,1,3,1,1,1,5,5,4,4,5,5,3,1,1,1,4,5,4,4,5,4,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,4,5
かしら,かしら,カシラ,5,5,2,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,5,1,1,1,1,1,3,1,1,5,1,1,5,5,4,3,4,4,4,4,5,5,5,4,1,5,5,5,4,1,1,3,4
実は,じつは,ジツハ,5,1,1,1,5,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,4,5,1
下さる,くださる,クダサル,5,5,1,1,4,5,5,4,4,4,5,5,5,5,5,3,3,4,5,1,1,3,5,1,4,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,2,5,2,5,5
それに,それに,ソレニ,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,1,3,5,4,3,4,4,4,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,1,2,4,1
すみません,すみません,スミマセン,5,1,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,5,1,1,3,4,1,1,3,5,5,5,5,5,4,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,4,1
パパ,パパ,パパ,5,5,2,1,4,4,4,5,5,5,1,4,1,1,3,4,4,4,4,5,5,4,1,3,4,4,1,4,4,4,4,3,3,4,4,3,5,5,3,2,3,3,3,4,3,3,3,4,3,5,1,4,4,4,3,3,3
見つける,みつける,ミツケル,5,1,3,1,1,1,4,5,5,5,1,5,1,1,5,5,5,5,5,1,1,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,1,3,5,5
そっ,そっ,ソッ,5,1,1,1,2,1,1,1,5,4,1,3,1,1,1,5,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,1,1,4,4
円,えん,エン,5,5,5,5,4,5,5,1,4,4,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,3,5,5,5,5,5,4,3,4,3,4,2,5,4,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,5,5
ボク,ボク,ボク,5,1,2,1,1,2,1,1,4,4,1,4,2,1,1,4,4,4,5,5,4,4,1,2,1,3,1,3,3,4,3,2,3,5,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,4,5,4,4,1,3,2,4
悟,-,-,5,1,2,4,1,1,1,4,5,1,1,3,1,1,3,3,3,2,2,3,3,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,3,1,4,3,2
なるほど,なるほど,ナルホド,5,5,1,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,4,4,4,4,5,5,5,3,5,5,5,5,4,5,2,4,5
つ,つ,ツ,5,5,5,4,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,4,5,4,4,4,5,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ながら,ながら,ナガラ,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,5,5
わっ,わっ,ワッ,5,3,1,1,2,2,1,5,5,4,3,4,4,4,2,5,5,4,5,2,2,3,1,1,4,5,1,4,4,5,4,2,2,4,3,1,5,5,3,3,3,3,3,3,4,3,4,2,2,5,4,3,4,2,2,4,4
あ～,-,-,5,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1
っと,っと,ット,5,1,1,1,1,1,1,1,4,3,1,4,1,1,1,4,4,4,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,5,4
カード,カード,カード,5,5,5,1,4,4,5,4,4,5,1,4,1,1,4,4,4,4,4,5,5,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,5,4,5,5,5
地球,ちきゅう,チキュウ,5,4,5,4,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,5,5,4,3,3,4,4,1,4,4,4,4,4,3,3,3,3,5,2,5,3,5,5,4,5,4,4,4,4,4,5,5,4,4,4,5,5,4
戦い,たたかい,タタカイ,5,4,5,1,4,4,4,1,5,5,5,4,5,4,4,5,5,4,4,5,5,4,4,2,1,4,4,4,4,4,4,4,4,5,4,5,5,2,3,2,4,3,3,4,3,4,3,4,5,5,5,4,4,4,5,4,4
もらえる,もらえる,モラエル,5,1,2,1,1,1,1,4,5,5,1,4,1,1,1,5,5,5,5,1,1,4,5,1,4,3,5,4,4,4,4,4,4,5,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,1,3,4,5
感じ,かんじ,カンジ,5,5,4,1,5,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5
ホントに,ホントに,ホントニ,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1
１つ,ひとつ,ヒトツ,5,1,1,1,1,1,1,5,5,1,1,2,1,1,1,1,1,1,4,1,1,4,1,1,2,5,3,5,4,4,5,4,4,5,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,4,4,1
急ぐ,いそぐ,イソグ,5,4,1,1,4,4,4,5,5,5,5,5,5,4,5,5,5,4,4,1,1,2,4,1,5,5,4,5,5,4,5,4,4,5,4,4,5,3,4,4,4,4,3,4,3,3,3,4,5,5,4,4,2,5,2,3,4
そんなに,そんなに,ソンナニ,5,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,1,5,1,1,4,5,1,4,5,4,4,4,4,4,3,4,4,4,3,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,5,1
つまり,つまり,ツマリ,5,4,4,1,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5
べ,べ,ベ,5,1,3,1,1,1,2,5,5,4,1,4,1,1,1,5,5,4,4,5,5,4,1,2,4,4,5,4,4,5,4,3,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,1,4,4,4
言える,いえる,イエル,5,1,4,1,5,1,4,1,5,5,1,5,1,1,1,5,5,5,5,1,1,4,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,1,4,5,5
野郎,やろう,ヤロウ,5,4,2,4,3,3,2,5,5,5,5,4,5,4,4,5,5,4,4,5,5,3,5,1,5,4,3,4,4,4,5,1,4,4,4,4,5,3,3,2,3,3,2,3,2,2,2,4,4,5,4,4,4,4,3,3,3
日本,にほん,ニホン,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,2,4,4,5,2,5,5,5,4,5,5,5,5,5,5,1,5,3,5,5,1,5,5,5
まぁ,まぁ,マァ,5,1,1,1,1,1,4,1,3,3,1,3,1,1,1,5,5,4,5,5,4,4,1,1,1,4,4,4,4,5,4,3,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,1,2,5,5
ポケモン,ポケモン,ポケモン,5,4,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,4,1,3,3,3
ったら,ったら,ッタラ,5,1,1,1,1,1,1,5,5,4,1,1,1,1,1,4,4,4,5,1,1,1,1,1,4,4,1,4,4,4,4,1,3,4,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,5,4,3,1,1,1,4,3
フン,フン,フン,5,1,2,1,1,1,2,1,5,4,1,3,1,2,3,5,5,5,3,3,3,2,1,2,1,5,1,4,4,4,4,1,2,4,3,2,5,1,1,1,1,1,1,1,1,1,1,2,1,5,1,3,2,1,2,2,3
困る,こまる,コマル,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,4,5,4,4,5,5,5,5,4,5,3,4,4
ばかり,ばかり,バカリ,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,5,5,5,5,1,4,5,4
あたし,あたし,アタシ,5,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,4,4,4,1,1,1,4,1,3,4,5,4,3,4,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,5,4,1,2,2,3
こういう,こういう,コウイウ,5,1,1,1,1,1,1,2,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,5,1
そりゃ,そりゃ,ソリャ,5,2,1,1,4,1,2,5,5,5,1,4,1,1,1,5,5,5,5,5,5,4,1,1,4,5,5,5,5,5,5,2,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,1,1,4,4
