word,hiragana,katakana,CC100_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
一線,いっせん,イッセン,3,2,3,2,3,4,3,3,3,3,3,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,3,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,4,2,2,2,2,2,3,2,1,2,2,3,2,2,2
スイーツ,スイーツ,スイーツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,3,3,3,1,1,1,1,1,3,3,3,3,4,3,2,1,1,1,3,3,1,3,2,2,2,1,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,3,3
給付金,きゅうふきん,キュウフキン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
コンソール,コンソール,コンソール,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2
左上,ひだりうえ,ヒダリウエ,3,2,2,3,3,4,3,4,3,2,2,2,3,2,3,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,4,2,3,3,4,3,4,3,3,2,1,1,1,2,2,2,2,3
延々,えんえん,エンエン,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,2,2,2,2,3,3,2,2,3,2,2,2,2,3,1,3,2,2,1,2,3,2,2,3,3,2,3,4,1,2,3,3,4,3,3,3,3,3,3,2,3,1,3,3,1,3,1,3,3
赴任,ふにん,フニン,3,3,3,2,3,4,3,3,3,3,3,3,3,3,2,3,2,3,1,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,1,2,2,2,1,3,2,2,3,2,2,2,2,2,2,1,3,2,3,3,3,4,3,3,3,2,2,2,1,2,2,2,3,2,2
トランク,トランク,トランク,3,2,2,3,3,4,3,3,4,2,3,2,2,3,2,2,2,1,3,3,3,3,3,1,3,1,1,3,2,2,2,2,4,4,2,2,1,3,2,2,1,2,2,2,3,2,2,2,2,1,2,4,3,3,3,3,3,2,3,3,3,2,2,3,1,3,2,2,2,3,2
途方,とほう,トホウ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,2,4,3,3,1,2,3,3,4,2,2,4,2,2,2,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,3,1,2,2
文化祭,ぶんかさい,ブンカサイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,2,3,3,4,3,3,3,3,1,2,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2
休館,きゅうかん,キュウカン,3,2,1,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2
毎度,まいど,マイド,3,2,2,2,4,4,3,3,3,3,2,2,2,2,3,1,4,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,1,2,3,3,1,3,3,3,3,2,3,3,3,2,3,3,2,1,2,2,4,4,2,2,2,3,3,3,3,2,3,3,1,3,2
引き締まる,ひきしまる,ヒキシマル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,1,2,1,2,3,2,2,1,1,2,3,2,3,2,2,2,4,2,2,5,4,3,4,4,4,2,3,2,1,3,1,3,1,2,2
文言,もんごん,モンゴン,3,3,1,3,4,4,3,4,3,3,2,2,4,3,2,2,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,3,2,1,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3
汚す,よごす,ヨゴス,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,1,3,1,3,3,3,4,4,4,3,3,3,3,3,4,3,4,1,1,1,5,1,3,3,4,4,4,4,4,4,3,4,3,4,4,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,2,4,2,3,3
最古,さいこ,サイコ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,3,1,2,1,2,2,1,3,3,3,3,3,4,3,3,3,2,2,2,1,2,2,2,3,2,2
渡航,とこう,トコウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
昆虫,こんちゅう,コンチュウ,3,3,3,2,3,4,3,3,3,4,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,3,3,4,3,3,2,2,1,2,2,2,2,3,2,2,2,2,2,1,3,2,4,3,3,3,3,4,3,2,2,3,3,2,3,2,3,3,3
ハロー,ハロー,ハロー,3,3,3,3,3,4,3,3,3,4,4,3,2,4,3,2,2,1,1,3,3,3,3,1,1,1,1,2,2,2,2,1,4,4,2,1,4,1,2,3,1,3,2,1,3,1,1,3,1,1,3,3,2,1,3,2,2,2,2,2,2,4,2,3,1,2,3,2,3,2,3
音響,おんきょう,オンキョウ,3,2,2,2,3,4,3,4,3,3,2,2,2,2,2,3,1,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,5,5,3,4,5,3,4,4,4,2,2,2,4,2,2,2,4,3,2
仕付け,しつけ,シツケ,3,3,4,2,3,4,3,3,3,4,4,2,2,4,3,1,1,1,3,3,3,1,3,3,1,3,2,1,3,3,2,1,2,2,2,1,1,2,3,2,4,3,2,2,2,2,1,2,1,1,2,3,3,3,4,3,3,3,3,3,3,3,2,1,1,1,2,3,1,1,1
寄付金,きふきん,キフキン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
架空,かくう,カクウ,3,2,3,2,3,4,3,3,3,2,3,4,2,2,3,4,2,3,2,3,2,2,3,3,2,1,2,3,1,1,2,2,2,2,3,4,1,2,2,2,1,3,2,2,2,3,2,2,2,2,2,1,3,3,3,3,3,3,4,3,3,3,2,2,1,2,3,2,4,3,2
ＵＶ,ゆーぶい,ユーブイ,3,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
目玉,めだま,メダマ,3,3,4,4,3,4,3,3,3,3,4,4,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,1,3,3,3,3,2,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,3,3,4,1,3,2,3,2,3,3
責任感,せきにんかん,セキニンカン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,3,3,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
手首,てくび,テクビ,3,2,2,2,3,4,3,3,3,3,2,3,2,2,3,2,3,4,3,3,2,3,3,3,4,2,3,4,2,2,3,4,3,3,2,4,1,3,2,3,3,3,3,3,3,1,4,2,4,4,3,1,3,2,3,3,2,4,2,2,2,3,4,3,1,4,3,4,2,3,3
一族,いちぞく,イチゾク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,4,4,3,3,3,4,4,4,4,5,3,4,5,5,3,3,4,4,3,2,2,4,4,4,1,3,3,3,3,4,3,4,3,3,4,1,2,2,3,2,2,4,2,2,2,3,4,4,4,4,3,3,4,3,3
腕時計,うでどけい,ウデドケイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,2,2,1,3,2,2,1,2,2,2,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,3,2
ビジネスマン,ビジネスマン,ビジネスマン,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,3,3,3,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,2
蓄える,たくわえる,タクワエル,3,3,3,3,3,4,4,3,3,3,2,3,3,2,3,1,2,1,3,3,2,2,2,2,2,3,2,3,3,3,2,2,1,1,1,3,1,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,1,3,2,2,2
出世,しゅっせ,シュッセ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,4,4,2,3,4,3,3,3,3,3,2,4,3,3,2,2,3,3,2,2,1,3,3,3,1,4,3,3,4,4,3,3,2,2,3,1,3,2,3,3,3,2,3,3,3,2,3,3,1,3,3,2,3,3,3
溝,みぞ,ミゾ,3,3,2,4,3,4,3,3,4,2,4,2,2,3,3,3,2,4,3,3,2,3,3,3,3,2,2,4,2,2,2,3,3,3,3,4,1,3,2,2,1,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,3,3,3,3
武将,ぶしょう,ブショウ,3,2,3,3,3,4,3,3,3,2,2,3,4,3,2,4,3,2,3,3,2,2,2,2,3,2,2,3,2,2,2,2,1,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,3,3,2,4,2,3
据える,すえる,スエル,3,2,2,3,3,4,3,3,3,2,2,3,3,2,2,1,2,1,4,3,2,2,2,2,3,2,2,4,2,2,2,3,1,1,1,2,1,4,2,2,3,2,3,2,3,3,3,2,2,3,2,3,3,4,3,3,3,3,3,3,3,2,3,2,1,3,1,3,3,2,2
不都合,ふつごう,フツゴウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,2,2,1,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,2,2,4,2,2,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
値下げ,ねさげ,ネサゲ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,2,3,4,3,3,2,1,1,1,2,1,2,1,2
料理店,りょうりてん,リョウリテン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
適宜,てきぎ,テキギ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,3,2,3,3,2,3,3,3,2,2,1,1,1,1,1,1,2,2
負傷,ふしょう,フショウ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,3,3,2,3,2,3,4,4,3,4,2,3,4,4,2,3,4,4,3,1,1,3,3,3,1,3,3,3,3,2,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,4,2,2
サーキット,サーキット,サーキット,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,1,2,3,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,1,1,2,1,3,3,2
無休,むきゅう,ムキュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1
過ち,あやまち,アヤマチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,4,4,4,2,3,3,3,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,2,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,3,2,2,2
祖父母,そふぼ,ソフボ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,2,3,3,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,4,2,2,1,1,2,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2
キャット,キャット,キャット,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,2,2,1,2,2,2,3,3,1,1,1,1,2,2,2,2,1,3,3,1,1,3,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,2,1,1,1
真っ暗,まっくら,マックラ,3,3,3,3,3,4,4,3,3,3,3,2,3,2,3,1,3,1,3,3,2,3,3,3,3,3,4,4,3,3,4,3,3,3,2,4,1,3,3,3,3,2,2,2,3,1,2,2,2,2,3,2,3,2,4,3,3,3,4,3,3,2,3,3,3,3,2,4,1,3,3
性病,せいびょう,セイビョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1
足場,あしば,アシバ,3,2,3,2,3,4,4,3,3,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,1,3,2,3,1,2,3,3,2,2,3,3,3,4,2,1,2,1,2,2,2,2,2,2,2,2,4,2,3,3,2,3,2,2,2
正す,ただす,タダス,3,2,2,3,3,4,3,3,3,3,2,2,3,3,2,1,2,1,3,3,3,3,3,3,3,3,2,4,3,3,2,3,1,1,2,2,1,3,3,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,2,3,3,3,2,4,3,1,3,2,4,1,2,2
部会,ぶかい,ブカイ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,3,2,2,1,3,2,2
射精,しゃせい,シャセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,5,1,1,2,5,1,2,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,3,5,2,1,1
西側,にしがわ,ニシガワ,3,2,3,2,3,4,3,3,3,3,3,2,2,2,3,4,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,1,3,3,2,2,1,2,2,2,2,3,2,3,2,2,2,1,3,2,3,3,3,4,3,3,3,2,3,2,1,2,2,2,4,3,2
協賛,きょうさん,キョウサン,3,3,2,3,4,4,3,5,3,2,3,2,4,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,2
一押し,いちおし,イチオシ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,1,1,1
茸,きのこ,キノコ,3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,1,2,2,3,3,3,1,2,3,2,3,3,2,2,2,3,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,3,2,3,3,3,2,3,3,3,3,4,1,1,2,3,3,2,2,3
炎上,えんじょう,エンジョウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,3,2,2,5,2,3,2,2,4,3
手作業,てさぎょう,テサギョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
輿論,よろん,ヨロン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,3,3,3,2,2,1,1,1,1,2,1,2,1
電鉄,でんてつ,デンテツ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,4,2,2,2,1,1,1,1,2,1,4,2,2
ＶＩＰ,ブイアイピー,ブイアイピー,3,3,3,2,3,4,3,3,4,2,3,4,2,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,3,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
風習,ふうしゅう,フウシュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,3,2,3,3,3,2,3,3,3,2,3,2,3,2,2,2,2,1,2
上京,じょうきょう,ジョウキョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,3,3,2,2,2,3,2,1,3,2,2,1,1,1,1,2,2,2,3,2,2,3,3,2,2,3,3,2,1,1,1,2,1,3,2,4,3,3,2,4,3,3,2,1,2,1,3,2,2,3,1,2
市街,しがい,シガイ,3,2,2,3,3,4,3,3,3,3,3,3,2,2,2,4,1,3,2,4,1,1,2,2,3,2,1,3,2,2,2,2,2,2,3,1,1,2,2,2,3,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,1,3,2,3,3,2,2
見比べる,みくらべる,ミクラベル,3,2,2,3,3,4,3,4,3,2,3,2,2,2,3,1,1,1,2,2,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,2,1,2,1,1,1,1,3,2,1,2,3,2,3,3,1,1,3,3,2,3,3,2,3,3,3,2,3,1,1,3,1,3,1,3,2
半角,はんかく,ハンカク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1
良く良く,よくよく,ヨクヨク,3,3,3,2,3,4,3,3,4,3,3,2,3,3,3,1,1,1,3,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2,2,3,2,3,2,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,3,3,2,3,1,1,3,1,3,1,1,3
スーツケース,スーツケース,スーツケース,3,2,2,3,3,4,3,3,3,3,2,3,3,2,3,1,2,1,2,2,2,2,2,1,2,1,1,3,1,1,1,2,3,3,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,3,1,2,1,2,2,1,1,2,2
メタル,メタル,メタル,3,4,4,2,3,4,3,3,3,4,4,2,2,4,3,4,3,1,1,2,2,2,3,1,1,1,1,2,2,2,2,1,3,3,2,1,4,1,2,2,1,1,2,2,2,1,1,2,1,1,2,3,2,2,3,2,2,2,2,2,2,4,3,2,1,2,3,2,3,3,2
エクスプレス,エクスプレス,エクスプレス,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,3,3,2
等級,とうきゅう,トウキュウ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,3,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,3,2,1
イエロー,イエロー,イエロー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,3,1,1,1,1,2,2,2,2,1,3,3,2,2,4,1,2,2,1,2,2,2,3,1,1,2,1,1,2,3,2,1,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3
任期,にんき,ニンキ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,1,1,3,3,1,2,2,2,1,1,1,2,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2
カリフォルニア,カリフォルニア,カリフォルニア,3,2,3,2,3,4,3,3,4,2,3,3,2,3,2,4,1,1,2,3,2,4,1,1,2,1,1,2,1,1,1,1,4,4,3,1,4,2,1,1,1,2,1,1,2,3,1,1,1,1,2,2,3,3,3,3,3,3,3,4,3,3,1,4,1,2,3,1,4,3,2
皇帝,こうてい,コウテイ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,4,4,3,3,4,3,4,4,4,4,3,2,3,3,3,2,3,4,4,3,3,3,4,3,3,1,2,2,2,2,3,2,3,2,3,4,1,2,2,2,2,2,2,2,2,2,3,4,4,1,4,3,2,4,3,3
物体,ぶったい,ブッタイ,3,2,3,2,3,4,3,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,2,3,3,3,3,3,1,3,3,3,1,2,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,3
再放送,さいほうそう,サイホウソウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
延滞,えんたい,エンタイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1
東方,とうほう,トウホウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,2,3,2,3,1,2,2,2,3,3,2,3,3,3,2,1,2,2,2,2,2,3,2,2,1,1,2,2,2,3,2,3,1,2,4,1,2,1,2,2,2,2,2,2,2,4,3,2,1,3,3,2,4,2,2
馳せる,はせる,ハセル,3,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,2,1,3,2,3,2,2,2,3,2,2,3,2,2,2,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,4,2,1,3,2,1,1
公民館,こうみんかん,コウミンカン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2
残業代,ざんぎょうだい,ザンギョウダイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
全域,ぜんいき,ゼンイキ,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,4,2,1,2,3,2,2,2,2,2,2,1,2,2,2,1,2,3,3,2,2,1,2,2,3,1,2,2,2,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,4,2,2
