word,hiragana,katakana,RSPEER_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_ANIME_V2,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
アル,ある,アル,4,2,2,2,3,4,3,3,3,2,2,2,2,2,2,4,4,1,2,2,2,4,4,4,1,3,4,1,2,4,4,2,3,4,4,4,1,5,4,2,2,1,2,2,3,1,2,1,2,2,2,5,1,2,1,2,2,2,3,2,2,2,3,4,4,4,4,2,4,3,2
キレイ,キレイ,キレイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,4,1,2,1,1,1,3,3,4,3,4,4,3,1,1,1,3,4,1,4,3,4,4,2,2,4,3,1,4,5,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,3,4
クーポン,クーポン,クーポン,4,3,3,4,3,4,3,3,4,3,3,3,2,3,3,1,1,1,1,2,4,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2,1,3,4
シート,シート,シート,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,4,4,3,3,4,1,4,1,1,4,2,2,3,3,4,4,4,1,2,3,2,3,4,3,3,3,2,3,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,1,4,4,4,4,4
ペン,ペン,ペン,4,4,4,4,3,5,3,4,3,4,4,4,4,4,4,4,3,1,3,4,3,3,4,4,1,3,2,1,4,3,4,4,3,4,4,3,1,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,3,1,4,4,3,4,4
ホモ,ホモ,ホモ,4,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,1,2,2,2,1,2,3,1,2,1,1,2,1,1,3,2,3,3,2,1,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2
マッチ,マッチ,マッチ,4,2,2,3,3,4,3,3,4,2,3,2,3,2,3,4,3,2,2,3,4,2,3,3,1,3,1,1,4,3,3,3,2,3,3,3,1,3,3,3,3,1,3,3,3,3,2,2,2,2,2,3,4,4,4,3,4,3,3,4,4,3,4,3,3,1,3,3,4,3,3
マルチ,マルチ,マルチ,4,2,3,2,3,4,3,3,3,2,2,3,2,3,2,3,2,1,2,3,3,1,2,2,1,1,1,1,2,1,1,2,2,2,2,3,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,3,3,4,2,3,3,3,3,3,3,4,2,2,1,1,2,3,3,3
ミッション,ミッション,ミッション,4,2,1,3,4,4,3,3,3,2,3,2,3,3,2,4,3,1,2,3,3,2,3,3,1,2,1,1,2,2,2,2,2,4,4,3,3,4,2,3,3,1,3,3,3,3,2,2,3,2,2,3,4,2,2,2,2,2,2,2,2,2,3,2,3,1,2,3,4,3,3
メガネ,メガネ,メガネ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,4,1,3,1,1,1,4,4,4,3,3,3,3,1,1,1,3,4,3,3,3,4,3,2,2,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,3,3,3
付き合い,つきあい,ツキアイ,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,2,3,1,4,4,4,1,3,3,3,3,3,3,4,2,3,3,4,4,3,3,4,1,1,3,3,4,3,4,3,3,3,4,3,4,4,3,4,4,3,5,4,4,4,4,4,5,3,4,3,3,3,4,2,2,3
会見,かいけん,カイケン,4,3,4,2,3,4,3,3,3,3,3,2,4,3,3,4,3,3,3,3,4,3,3,3,3,3,2,2,3,2,2,2,2,3,3,4,1,1,3,2,2,1,3,2,2,3,3,1,2,1,1,3,1,3,2,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,4
体育,たいいく,タイイク,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,4,3,2,3,3,3,3,4,4,3,4,4,4,3,3,3,3,4,2,2,3,3,1,3,3,4,3,2,3,2,3,3,3,1,4,3,4,5,4,4,4,4,4,4,3,3,1,4,4,4,3,3
倒れ,だおれ,ダオレ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
又は,または,マタハ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,4,2,4,4,2,2,1,3,3,2,3,3,4,4,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,4,1
受信,じゅしん,ジュシン,4,2,3,2,3,4,3,3,3,2,3,3,2,3,2,4,2,2,2,4,4,2,3,3,3,2,2,4,3,2,3,4,2,4,4,4,2,1,2,2,3,1,2,2,3,2,2,2,3,2,1,2,1,3,3,3,3,3,2,3,3,3,4,2,3,5,3,3,4,3,3
各地,かくち,カクチ,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,2,3,3,3,3,3,3,4,3,3,3,2,3,3,4,2,1,3,3,3,1,3,3,3,3,4,3,4,2,3,3,1,4,4,4,4,4,5,4,5,4,3,4,3,5,3,3,4,3,4
工作,こうさく,コウサク,4,3,2,4,3,4,3,3,3,4,2,2,3,3,3,4,2,2,2,4,3,3,2,3,3,3,3,3,4,3,3,3,2,4,4,3,2,1,3,3,3,1,2,3,2,2,3,3,3,2,3,3,1,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,3
待機,たいき,タイキ,4,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,2,1,3,3,3,4,4,4,3,4,3,3,4,4,3,3,4,4,3,3,1,3,4,4,1,4,4,3,4,3,4,4,4,4,4,1,2,3,2,2,2,2,2,2,2,3,4,4,3,4,4,3,3,4
必須,ひっす,ヒッス,4,2,2,3,3,4,3,3,4,3,2,2,3,2,3,3,2,2,3,3,4,2,3,3,3,2,2,3,2,2,2,3,3,2,2,4,3,1,1,2,3,1,2,3,3,1,3,3,3,3,3,3,1,3,4,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3
戦後,せんご,センゴ,4,3,4,3,3,4,3,3,3,4,3,4,3,3,4,5,2,3,4,4,3,2,2,2,2,4,2,1,4,2,2,1,2,2,2,4,1,5,4,2,2,1,3,2,2,3,4,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,3,3,2,1,3,2,4,3,3
捕まえ,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
探偵,たんてい,タンテイ,4,2,2,3,3,4,4,3,3,2,3,2,2,2,2,4,4,4,2,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,2,3,4,3,3,1,3,3,3,3,2,3,2,3,2,3,1,3,2,3,3,3,3,3,3,3,4,2,4,1,4,3,4,2,2
支払い,しはらい,シハライ,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,1,4,4,4,1,4,3,3,3,2,2,3,2,2,2,2,4,4,4,3,1,1,2,3,1,4,3,3,3,4,3,3,2,2,3,1,3,3,3,3,3,3,4,3,3,4,3,3,1,3,2,3,3,3
攻め,せめ,セメ,4,2,2,2,3,4,4,3,3,2,2,2,2,2,2,3,3,1,2,3,2,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,2,3,2,2,4,3,3,2,1,3,3,2,2,2
日曜,にちよう,ニチヨウ,4,5,5,5,5,5,3,4,5,5,4,4,5,5,5,4,3,4,3,4,3,3,3,4,4,3,3,4,4,3,3,4,3,4,4,3,3,4,3,3,3,1,4,3,4,4,3,2,1,3,2,3,1,4,2,4,4,5,3,4,4,4,4,2,3,1,4,4,4,3,3
明,めい,メイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,3,3,2,4,3,3,1,4,2,2,1,2,2,2,4,2,2,4,2,4,4,3,2,3,3,2,4,3,4,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,1,4,3,4,2,4,3,4
検証,けんしょう,ケンショウ,4,3,2,2,4,4,4,3,3,2,2,2,4,3,2,3,3,2,3,3,4,3,3,3,3,2,2,2,3,2,2,2,2,3,3,4,2,2,2,2,3,1,3,3,3,3,4,3,3,2,2,2,1,4,4,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4
樹,き,キ,4,2,2,2,3,4,3,3,3,2,3,2,3,2,2,4,4,4,4,3,2,3,3,3,3,4,3,2,1,4,4,3,4,2,2,3,2,2,4,3,3,5,2,3,4,2,3,3,3,2,2,3,1,4,2,3,4,3,5,3,5,3,3,4,3,4,4,3,4,3,5
汚い,きたない,キタナイ,4,5,5,5,4,4,4,5,4,4,5,5,4,4,5,1,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,5,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,4,4,3,3,4,2,4,4
猿,さる,サル,4,4,4,2,4,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,2,4,3,3,1,3,3,3,3,3,3,2,3,3,4,4,4,3,4,4,5,3,5,3,3,4,4,3,1,4,3,3,4,3
稼ぎ,かせぎ,カセギ,4,2,2,3,3,4,3,3,4,2,2,2,3,2,2,2,2,1,2,2,3,1,3,3,3,3,4,2,3,4,4,2,2,4,4,3,2,1,1,2,3,1,3,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,3,1,3,3,2,2,2
署,しょ,ショ,4,3,3,2,3,4,3,3,4,3,3,2,2,3,2,4,4,3,2,4,2,4,4,4,4,4,3,2,4,3,3,2,2,4,4,3,2,1,4,2,2,1,4,3,3,4,1,2,2,1,1,2,4,3,2,3,3,3,2,3,3,3,3,2,4,1,4,2,4,2,2
翼,つばさ,ツバサ,4,2,2,2,3,4,3,3,4,2,2,2,2,2,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,1,3,3,3,3,3,4,4,3,4,4,2,2,3,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4
茨城,いばらき,イバラキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,3,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2
表記,ひょうき,ヒョウキ,4,3,2,3,4,4,3,3,3,3,2,2,4,3,3,5,1,1,3,3,4,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,3,3,2,1,1,1,1,2,3,1,4,2,2,2,1,1,1,4,5,2,4,5,4,4,4,4,4,3,1,1,2,2,5,3,3
表面,ひょうめん,ヒョウメン,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,1,4,3,3,1,3,3,3,3,4,4,3,4,4,3,1,4,4,4,4,3,4,4,4,3,4,4,3,1,4,4,4,4,4
見つから,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
課金,かきん,カキン,4,3,3,2,3,4,3,3,3,3,2,4,2,3,2,2,1,1,1,1,3,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,2,3,3
載っ,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
輸送,ゆそう,ユソウ,4,2,2,2,3,4,3,3,3,2,3,2,2,2,2,5,2,2,3,4,3,2,3,3,3,3,2,1,3,2,2,1,2,4,4,3,1,3,3,2,2,1,2,2,2,2,3,2,3,2,2,2,1,3,3,3,3,3,4,3,3,3,3,4,3,3,3,2,4,3,3
近,きん,キン,4,2,2,2,3,4,3,3,3,3,2,2,3,2,3,3,2,5,1,2,2,1,3,2,2,3,3,2,3,3,3,2,3,4,4,3,5,2,1,3,3,1,2,2,4,2,2,2,2,2,2,1,1,3,3,2,3,5,2,3,3,3,3,3,3,4,3,2,4,2,2
逆転,ぎゃくてん,ギャクテン,4,3,3,2,3,4,3,3,3,3,4,4,2,4,2,4,4,2,2,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,2,3,3,1,3,3,4,1,3,3,3,3,3,3,3,3,3,4,1,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3
長崎,ながさき,ナガサキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,1,3,3,2,1,1,3,1,1,3,2,2,1,1,2,2,3,1,3,3,1,1,1,3,2,2,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,5,3,3
開か,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
階段,かいだん,カイダン,4,4,4,4,3,4,5,4,5,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,2,5,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,3,4,4,4,3,4,4,4,1,5,4,3,4,4
項,こう,コウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,5,4,2,2,2,2,3,3,3,3,2,2,3,2,2,2,4,2,2,3,2,2,5,2,2,3,2,4,5,5,5,5,5,5,4,5,2,4,4,4,4,4,4,5,2,2,3,3,3,4,3,3
are,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
st,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
tokyo,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
your,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
いかが,いかが,イカガ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,5,4,4,5,4,4,5,4,4,4,5,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,2,4,5
いじめ,いじめ,イジメ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,2,4,3,3,3,2,3,3,1,3,3,3,3,3,3,3,1,2,2,3,3,1,3,3,3,3,3,2,2,3,1,3,4,4,2,4,4,3,3,3,3,3,3,3,3,1,3,3,3,4,4
いらっしゃい,いらっしゃい,イラッシャイ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,4,1,1,3,1,1,1,1,1,1,3,1,1,4,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
お父さん,おとうさん,オトウサン,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,5,1,1,4,1,1,1,1,1,1,4,1,1,4,5,2,4,4,5,4,5,5,5,5,4,4,4,4,3,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,4,1
かかり,かかり,カカリ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,4,3,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,1,3,2,4,4,4,4,2,4,2,4,3,3,3,2,2,4,4,4,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3
すっ,すっ,スッ,4,4,4,3,3,5,3,4,4,4,3,4,3,4,4,1,1,1,3,3,3,5,1,3,3,1,4,4,4,4,4,4,1,2,2,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,4,4,4,3,3,4,1,3,4,4,1,1,4
それほど,それほど,ソレホド,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,1
にかけて,にかけて,ニカケテ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,1,4,1,1,1,1,1,1,3,1,1,4,4,4,4,1,1,3,1,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,4,1
ぶ,ぶ,ブ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,4,5,5,5,5,3,5,5,5,5,5,4,4,3,5,5,5,3,4,2,5,4,5,3,4,4,5,4,4,4,4,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4
ウソ,ウソ,ウソ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,5,1,3,1,1,1,5,5,5,4,5,5,3,1,1,1,5,5,1,4,4,4,5,3,2,4,3,2,5,5,1,1,1,1,1,1,1,1,1,1,1,5,4,3,1,2,3,4
サークル,サークル,サークル,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,3,3,1,3,3,4,3,3,3,1,2,1,1,3,2,2,4,2,3,3,3,4,4,2,2,2,1,3,2,3,3,3,2,2,2,2,3,4,4,2,4,4,4,3,4,4,4,4,2,3,1,3,3,3,3,3
スイッチ,スイッチ,スイッチ,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,1,3,4,4,3,3,3,1,4,1,1,4,3,3,4,4,4,4,3,4,2,4,3,4,3,3,4,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,1,4,4,3,5,4
ダイヤ,ダイヤ,ダイヤ,4,2,1,4,3,4,3,3,3,2,2,4,2,2,2,4,4,1,2,3,3,3,3,3,1,3,1,1,3,3,3,4,2,4,4,2,1,3,3,3,3,1,3,2,2,3,2,2,3,2,1,3,4,3,2,3,3,3,3,3,3,3,3,2,3,1,2,2,4,2,3
ダブル,ダブル,ダブル,4,4,4,3,3,4,3,3,4,4,3,4,3,4,4,4,4,1,2,4,4,3,3,4,1,2,1,1,3,3,4,3,2,3,3,3,1,4,2,3,3,1,3,3,3,3,3,2,3,3,2,3,4,3,3,3,3,4,4,4,3,3,4,3,3,1,3,3,3,4,4
チャン,チャン,チャン,4,2,3,2,3,4,3,3,3,2,3,3,2,3,2,3,3,1,2,2,2,1,4,4,1,3,2,1,2,3,3,3,2,4,4,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,2,4,4,3,2,3,4,4
テープ,テープ,テープ,4,4,3,5,3,4,4,4,3,4,4,4,4,4,4,4,3,1,3,4,3,3,4,4,1,4,1,1,4,3,3,3,2,4,4,3,1,2,3,2,3,3,3,3,2,3,3,2,2,2,2,3,4,4,4,4,5,5,4,5,4,4,4,2,4,1,3,3,3,4,4
パフォーマンス,パフォーマンス,パフォーマンス,4,4,3,3,5,4,3,4,3,2,3,2,5,4,3,4,3,1,3,3,4,2,3,3,1,1,1,1,2,2,2,3,2,2,2,4,2,4,1,3,3,1,3,2,2,2,3,2,3,2,2,3,4,3,4,3,3,3,3,3,3,3,4,2,3,1,2,2,3,4,4
ラボ,ラボ,ラボ,4,4,3,4,5,4,3,3,3,2,3,4,5,4,3,2,3,1,1,2,3,3,3,4,1,1,1,1,1,2,2,2,2,4,4,3,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,3,3,2,3,2,2,2,2,2,2,2,3,2,3,1,2,1,2,2,2
乙,おつ,オツ,4,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,4,2,3,2,4,2,2,2,3,2,2,3,2,2,2,2,4,4,3,3,3,4,2,2,1,2,2,3,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,4,2,2,4,3,2,3,3,4
亀,かめ,カメ,4,3,3,3,3,4,3,3,3,3,4,2,2,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,4,4,4,2,2,2,3,5,1,3,2,3,1,3,2,3,3,2,2,2,2,2,4,2,3,2,3,3,4,2,3,3,3,4,3,4,1,3,3,3,3,3
予告,よこく,ヨコク,4,2,3,2,3,4,3,3,3,3,3,3,2,2,2,3,4,3,2,3,4,3,3,3,3,3,4,3,3,4,4,3,2,2,2,3,2,1,2,3,3,1,3,3,3,3,3,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2,4,2,3,3,3,3,3,3,3
今月,こんげつ,コンゲツ,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,3,3,4,4,4,4,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,1,2,3,3,3,4,4,4,4,3,2,3,3,2,3,1,3,3,3,5,3,4,4,3,3,4,2,3,4,2,3,1,4,4
兵士,へいし,ヘイシ,4,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,4,3,5,4,3,3,2,4,3,4,1,3,3,3,3,4,3,4,3,4,4,1,3,2,3,2,2,2,2,2,2,3,5,5,5,4,3,4,3,3
再開,さいかい,サイカイ,4,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,3,1,2,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,3,3,4,3,4,4,3,3,3,4,4,4,3,3,1,2,2,3,2,2,2,2,2,2,4,4,3,5,3,4,4,4,4
冷静,れいせい,レイセイ,4,3,3,4,4,4,3,4,3,4,3,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,5,4,4,4,4,1,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4
割引,わりびき,ワリビキ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,2,2,3,1,1,1,1,1,2,2,2,1,2,2,3,2,1,1,1,2,1,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3
加,か,カ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,2,5,3,3,2,2,4,2,2,3,2,2,2,5,5,5,3,2,5,3,2,2,5,5,5,3,2,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,2,4,4,3,1,4,3,2
司法,しほう,シホウ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,4,4,2,3,4,4,3,1,1,3,1,2,1,1,4,4,4,1,3,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,4,3,3
圧力,あつりょく,アツリョク,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,4,3,3,3,4,3,1,3,4,3,4,4
外れ,はずれ,ハズレ,4,3,3,4,3,4,3,3,3,3,4,2,2,3,2,3,2,1,3,3,3,1,2,3,3,2,3,3,1,3,3,3,2,4,4,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,2,2,2
失わ,-,-,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
届,とどけ,トドケ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,1,2,3,3,3,1,2,1,1,3,2,2,3,2,4,4,2,3,1,2,3,3,1,3,2,3,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2
引く,ひく,ヒク,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,5,1,5,5,4,4,5,5,1,5,1,2,5,4,5,5,5,1,1,3,5,1,5,4,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,4,5,4,4,5,5,5,5,4,5,5,4,5,5
