word,hiragana,katakana,WIKIPEDIA_V2_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
この間,このあいだ,コノアイダ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,3,1,1,3,4,5,4,4,5,5,4,4,4,3,3,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,4,2
大相撲,おおずもう,オオズモウ,3,2,2,2,3,4,3,3,3,2,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
衰退,すいたい,スイタイ,3,2,2,2,3,4,3,3,3,3,2,3,2,3,2,4,1,2,2,3,3,1,2,2,2,2,2,1,2,2,2,1,1,2,2,3,1,2,2,1,1,2,2,2,1,4,2,2,2,1,2,1,3,3,3,3,3,3,3,3,3,2,2,2,1,2,3,2,2,2
墜落,ついらく,ツイラク,3,2,3,2,3,4,3,3,3,3,3,3,2,2,3,3,3,3,1,2,2,2,3,3,3,3,3,1,3,3,3,1,3,4,4,2,1,1,3,2,1,2,2,2,2,2,2,3,2,3,2,1,2,1,3,2,2,2,2,2,2,2,3,3,4,3,3,3,3,2
シドニー,シドニー,シドニー,3,3,3,2,3,4,3,3,3,3,2,4,2,2,3,3,1,1,2,2,2,1,3,1,1,1,1,1,2,1,1,2,1,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,4,3,3,3,3,3,3,2,1,3,1,1,2,1,2,2
メス,メス,メス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,4,4,1,3,1,1,1,2,2,3,3,4,4,3,1,2,1,3,1,3,3,3,3,2,2,3,3,2,3,4,2,2,3,2,2,2,2,2,2,2,2,4,1,3,3,2,3,3
ナポレオン,ナポレオン,ナポレオン,3,2,3,2,3,4,3,3,3,2,3,2,3,2,3,3,2,1,3,3,1,1,2,1,1,3,1,1,1,1,1,1,1,3,3,2,1,4,3,1,1,1,1,1,2,2,1,1,1,1,1,3,2,3,3,2,2,2,2,2,2,2,1,2,1,1,2,1,3,3
サスペンス,サスペンス,サスペンス,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2
集配,しゅうはい,シュウハイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
稔,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
信濃,しなの,シナノ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2
リゾート,リゾート,リゾート,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3,2,1,2,3,4,3,2,3,1,2,1,1,2,3,3,2,2,2,2,3,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,3,3,2,4,3,3,3,3,3,3,3,2,2,1,2,3,2,3,3
一軍,いちぐん,イチグン,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1
願い,ねがい,ネガイ,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,4,1,4,4,4,1,4,5,5,4,5,4,1,5,5,4,4,5,5,4,4,1,1,4,5,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4
男爵,だんしゃく,ダンシャク,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,4,3,3,1,2,1,2,3,2,2,4,3,2,2,3,3,2,2,3,3,2,1,3,4,2,1,1,2,2,2,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,4,2,1,3,2,2,1,1
囲碁,いご,イゴ,3,2,3,2,3,4,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,3,1,2,2,3,1,1,1,2,1,3,2,1,1,2,1,1,2,2,1,1,1,1,3,2,3,3,3,3,3,2,3,3,3,3,1,2,1,2,2,2,3,2
伏見,ふしみ,フシミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,3,2,1,1,3,1,1,2,1,1,1,3,1,1,2,1,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1
りゅう,りゅう,リュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,4,3,3,4,3,3,2,4,4,3,4,4,3,3,3,2,2,2,4,4,2,4,2,2,2,3,2,3,2,2,3,4,3,2,2,2,2,2,3,2,2,2,4,5,4,3,4,2,4,4,2
エン,エン,エン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,3,2,1,2,2,1,2,2,2,1,1,2,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,4,2,2,2,2,1,3,1,2,4,1,2,1
りょう,りょう,リョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,5,5,5,4,4,4,4,4,4,4,4,2,2,3,2,4,4,2,5,4,4,2,4,2,4,4,2,5,4,4,4,5,4,3,5,5,5,4,5,4,4,4,4,5,5,4,5,4,3,4,2,4
スタンド,スタンド,スタンド,3,3,3,3,4,4,3,4,4,3,3,3,3,4,3,3,4,1,3,3,3,2,3,3,1,3,1,1,3,4,4,2,2,3,3,3,1,3,3,2,1,2,2,2,3,2,2,2,2,1,4,3,3,2,4,3,3,2,3,3,3,4,2,3,1,3,3,3,4,3
身分,みぶん,ミブン,3,3,3,4,3,4,3,3,3,3,2,3,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3,2,4,3,3,3,3,4,4,3,3,1,4,3,1,3,3,3,4,4,3,4,3,3,3,1,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3
安芸,あき,アキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,2,2,1,2,1,1,2,1,1,4,2,1,1,3,1,2,1,2,1,2,2,3,3,2,1,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2
チーフ,チーフ,チーフ,3,4,2,3,5,4,3,3,3,2,2,3,4,4,3,3,3,1,1,2,2,3,3,3,1,2,1,1,2,2,2,1,2,3,4,2,1,3,2,2,1,3,2,2,3,2,1,2,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2
騎乗,きじょう,キジョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,2,1,1
拳銃,けんじゅう,ケンジュウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,3,2,4,3,3,3,4,3,2,3,3,3,2,3,3,3,2,2,1,4,2,1,3,3,2,4,2,3,2,2,1,3,1,2,1,3,2,2,2,2,2,2,2,3,3,1,4,3,3,2,2
捕らえる,とらえる,トラエル,3,4,4,3,4,5,4,3,3,4,3,3,4,3,4,2,4,1,5,4,4,3,4,4,4,3,4,3,4,4,4,3,3,1,1,3,3,1,4,4,1,3,4,3,3,4,3,4,3,3,4,4,5,5,4,5,4,5,4,4,4,4,4,4,1,3,1,4,2,2
典型,てんけい,テンケイ,3,2,3,2,3,4,3,3,3,3,3,2,2,3,2,3,1,3,3,4,2,1,2,3,3,3,2,2,3,2,2,2,2,3,3,3,2,1,2,1,1,2,1,1,2,4,2,1,1,2,2,1,4,4,3,4,4,4,4,4,4,3,3,2,1,3,3,3,2,2
白人,はくじん,ハクジン,3,2,2,2,3,4,3,3,3,3,2,3,2,2,2,4,1,2,3,3,3,3,4,4,4,3,1,1,3,1,1,1,2,4,4,3,2,2,3,1,1,2,1,2,2,3,1,1,1,1,1,1,3,3,4,3,3,3,3,4,4,2,2,4,1,3,3,2,3,3
落下,らっか,ラッカ,3,3,3,2,3,4,3,4,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,2,2,4,3,3,3,3,1,2,1,2,2,2,2,2,2,2,3,4,3,4,4,3,3,3,3
富田,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2
敷設,ふせつ,フセツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,4,1,1,2,1,1
ソ,ソ,ソ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,2,1,4,1,1,3,1,1,1,3,3,3,2,4,4,4,1,3,1,3,1,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,1,4,1,3,3,1,3,2
ポ,ぽ,ポ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,1,4,1,1,3,1,1,1,1,1,1,4,2,3,4,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,4,1,3,4
必ずしも,かならずしも,カナラズシモ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,2,2,1,1,3,1,1,1,1,1,1,2,1,1,4,3,2,3,2,1,3,3,2,2,4,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1
法案,ほうあん,ホウアン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,2,3,3,3,2,1,1,2,1,1,1,1,3,3,4,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,3,2
フェア,フェア,フェア,3,2,3,2,3,4,3,3,3,3,2,3,3,2,2,3,2,1,1,2,4,3,3,3,1,2,1,1,2,2,2,3,2,3,3,3,1,4,2,3,1,3,3,3,2,2,2,3,2,2,3,4,2,2,2,2,2,4,2,2,2,4,2,3,1,2,3,2,2,3
リアル,リアル,リアル,3,4,4,2,4,4,3,3,3,4,4,3,4,4,4,4,3,1,3,3,4,3,4,4,1,2,1,1,3,3,3,4,3,3,3,4,1,4,2,3,3,3,4,4,3,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,1,3,4,4,4,4
阪神タイガース,はんしんタイガース,ハンシンタイガース,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
友好,ゆうこう,ユウコウ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,3,1,1,2,3,3,1,2,3,3,2,2,2,3,2,2,2,1,3,3,3,2,1,1,2,1,1,2,2,2,2,2,3,2,2,2,1,3,4,3,3,3,3,3,3,3,2,4,2,4,3,3,2,2,3
別府,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,3,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2
みな,みな,ミナ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,4,4,2,4,2,4,1,3,3,4,4,4,4,4,1,2,1,4,4,3,3,4,3,4,4,4,3,2,4,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,4,1,4,5
西経,せいけい,セイケイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
分間,ふんかん,フンカン,3,3,3,4,4,4,4,4,3,3,3,2,4,4,2,3,3,4,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,4,4,3,3,1,2,3,1,3,3,3,3,3,3,2,2,2,1,1,4,4,4,4,3,4,5,4,5,3,3,3,1,3,3,3,3,3
シルバー,シルバー,シルバー,3,4,3,4,3,4,3,3,3,4,3,3,4,4,2,3,3,1,3,3,3,2,3,3,1,2,1,1,2,3,3,3,2,3,3,3,1,3,2,2,1,2,2,2,2,2,2,3,2,3,3,4,2,2,2,2,2,2,2,2,2,4,3,3,1,2,3,2,3,3
さい,さい,サイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,2,5,4,3,5,4,4,4,5,2,2,3,3,2,2,3,4,3,5,3,5,5,5,2,5,5,5,4,3,2,3,4,5,5,5,5,5,4,5,5,5,5,5,4,4,3,3,4,2,3
海兵,かいへい,カイヘイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,3,3,3,2,4,1,2,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,1,2
併用,へいよう,ヘイヨウ,3,2,1,3,3,4,3,3,3,2,3,2,3,3,2,3,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,4,4,2,3,4,3,3,3,3,4,3,1,1,1,3,2,2,2
京成,けいせい,ケイセイ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,2,1,1,1,1,2,1,1,2
汚染,おせん,オセン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,4,3,2,3,3,3,3,2,2,3,2,2,2,3,4,4,4,2,1,3,2,1,2,2,2,2,2,2,3,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,5,3,3,3,2,3
巣,す,ス,3,3,3,3,3,4,4,3,3,3,3,2,2,3,3,3,3,4,4,4,3,5,3,4,4,3,4,3,4,4,4,3,3,4,4,3,3,3,5,3,1,2,3,3,3,3,3,4,2,2,3,1,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3
越後,えちご,エチゴ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,3,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1
小笠原,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,3,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2
米子,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
ピアニスト,ピアニスト,ピアニスト,3,3,1,2,4,4,3,5,3,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,1,2,1,1,2,2,3,3,1,2,1,3,1,4,2,1,1,2,1,1,2,2,1,1,1,1,2,3,2,3,3,2,2,3,2,2,2,2,1,2,1,2,2,1,2,2
都道,とどう,トドウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
正教会,せいきょうかい,セイキョウカイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
キューバ,キューバ,キューバ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,3,1,1,2,1,1,2,1,1,1,1,3,3,2,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,3,1,2,2
その間,そのあいだ,ソノアイダ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,4,1
本郷,ほんごう,ホンゴウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,1,1,3,2,1,1,2,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2
ゲージ,ゲージ,ゲージ,3,2,2,2,3,4,3,3,3,2,3,2,2,3,2,3,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,2,3,3
性別,せいべつ,セイベツ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,1,3,3,3,2,3,3,2,3,3,2,1,4,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3
艦船,かんせん,カンセン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
快,かい,カイ,3,2,1,3,3,4,3,4,3,2,2,2,2,2,2,3,3,4,1,2,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,5,2,5,5,5,3,5,2,5,5,5,4,4,5,2,2,1,2,2,2,2,2,2,2,2,4,1,2,3,2,4,3
本多,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,2,1,1,3,1,1,2,1,1,1,3,1,1,2,1,3,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1
実写,じっしゃ,ジッシャ,3,2,2,3,3,4,3,4,3,3,3,2,2,3,2,3,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,1,3,3,2,3,3,3,3,1,1,1,1,3,1,4,3
パナソニック,パナソニック,パナソニック,3,2,2,3,3,4,3,3,3,2,2,3,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,3
杉山,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,4,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2
首長,しゅちょう,シュチョウ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,1,2,3,2,1,2,3,3,2,1,1,2,1,1,1,1,3,3,2,1,4,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3
皮,かわ,カワ,3,4,4,4,3,5,4,3,3,4,4,5,4,4,5,3,3,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,5,1,4,3,1,3,4,4,3,3,4,4,4,3,4,3,4,2,4,4,4,3,4,4,4,4,4,4,1,4,4,4,3,4
活発,かっぱつ,カッパツ,3,3,3,2,3,4,3,3,3,3,3,3,3,2,3,3,2,2,4,4,4,2,2,3,3,2,2,2,3,2,2,2,2,3,3,3,3,1,2,2,1,2,3,2,2,4,3,3,3,2,2,1,3,4,3,3,4,4,3,3,5,3,3,2,3,3,3,3,3,3
遼,りょう,リョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,3,3,1,1,3,1,1,4,2,2,3,2,1,1,2,1,3,3,2,1,2,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,2,4
毎日新聞,まいにちしんぶん,マイニチシンブン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1
各駅,かくえき,カクエキ,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2
バルセロナ,バルセロナ,バルセロナ,3,2,2,2,3,4,3,4,3,2,2,2,2,2,2,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1
外務省,がいむしょう,ガイムショウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,3,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
セント,セント,セント,3,3,3,2,3,4,3,3,4,2,4,4,3,3,3,4,2,1,1,3,3,1,4,3,1,3,1,1,2,1,1,2,1,4,4,3,1,5,1,2,1,2,1,2,2,1,1,3,1,2,2,3,3,2,3,3,3,2,3,3,3,4,3,4,1,3,3,3,3,2
なん,なん,ナン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,3,5,5,5,5,3,5,3,3,4,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,3,5,5,5,5,3,5,5
歩行,ほこう,ホコウ,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,3,2,4,2,3,3,1,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,4,3,3,3,3,3,3,3,3,2,4,3,3,2,2,2
近づく,ちかづく,チカヅク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,3,4,5,5,1,5,1,1,5,5,5,4,5,1,1,3,5,1,5,5,4,5,5,5,4,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,1,4,4
技法,ぎほう,ギホウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,1,2,3,3,3,1,1,2,2,2,1,1,2,1,2,1,2,1,1,3,2,2,2,1,1,1,1,1,1,4,1,2,1,2,2,1,3,3,2,3,3,3,3,3,3,2,2,1,1,2,3,2,3,3
クリスタル,クリスタル,クリスタル,3,2,3,2,3,4,4,3,3,2,3,2,2,2,3,3,3,1,2,2,3,3,3,3,1,2,1,1,2,2,2,2,1,3,3,2,2,4,2,2,1,2,2,1,1,1,2,4,1,3,3,4,1,2,1,1,1,1,1,1,1,3,3,3,1,2,3,1,3,2
足立,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2
ジョーンズ,ジョーンズ,ジョーンズ,3,3,3,2,3,4,3,3,3,2,4,2,3,3,2,3,1,1,1,2,2,2,3,1,1,2,1,1,2,1,1,1,1,4,4,2,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,3,1,1,3,1,2,2
