term,reading_frequency
だからって,2234
徐々に,2235
田,2236
最低,2237
発表,2238
施設,2239
恋愛,2240
三つ,2241
品,2242
法,2243
集団,2244
脳,2245
太い,2246
夫婦,2247
浮く,2248
顔を出す,2249
おっと,2250
千,2251
渡る,2252
かまう,2253
指摘,2254
隅,2255
圧倒的,2256
招く,2257
うまくいく,2258
具体的,2259
監視,2260
喜び,2261
ルール,2262
生きていく,2263
声を出す,2264
譲る,2265
派,2266
男女,2267
仲,2268
最中,2269
交渉,2270
内部,2271
時に,2272
波,2273
実家,2274
説得,2275
会場,2276
ある程度,2277
１つ,2278
結論,2279
被害,2280
逃がす,2281
素早い,2282
間もない,2283
とっくに,2284
書類,2285
必要ない,2286
共に,2287
というのも,2288
半ば,2289
何もかも,2290
浴びる,2291
望み,2292
生える,2293
導く,2294
個人,2295
代表,2296
放っておく,2297
治療,2298
直前,2299
悟る,2300
つく,2301
操作,2302
ほっと,2303
岩,2304
やる気,2305
単に,2306
感想,2307
割れる,2308
ものすごい,2309
狂う,2310
下ろす,2311
礼,2312
積む,2313
生み出す,2314
容赦,2315
そうすれば,2316
お客さん,2317
あっという間に,2318
整う,2319
稼ぐ,2320
親しい,2321
とのこと,2322
映像,2323
残念ながら,2324
会議,2325
持っていく,2326
去年,2327
夢中,2328
うえ,2329
反省,2330
よほど,2331
捉える,2332
接する,2333
資料,2334
ときには,2335
正面,2336
この間,2337
厄介,2338
預かる,2339
増やす,2340
時計,2341
鳴らす,2342
煙,2343
交わす,2344
達する,2345
どうにも,2346
歯,2347
だったり,2348
休み,2349
移す,2350
いかん,2351
誓う,2352
おいで,2353
つながる,2354
に対し,2355
久しぶりに,2356
休憩,2357
重なる,2358
異なる,2359
段階,2360
逃れる,2361
もういい,2362
もと,2363
登場,2364
伏せる,2365
周辺,2366
目を覚ます,2367
人数,2368
移る,2369
落ち込む,2370
気にしない,2371
設定,2372
一回,2373
辞める,2374
侵入,2375
世間,2376
仕方,2377
居場所,2378
互いに,2379
盛り上がる,2380
発,2381
都合,2382
だんだん,2383
おや,2384
んな,2385
盗む,2386
お世話になる,2387
処理,2388
絡む,2389
号,2390
内側,2391
もう一人,2392
無意識,2393
湧く,2394
年間,2395
奇跡,2396
こりゃ,2397
治る,2398
医者,2399
手に入る,2400
強力,2401
一時,2402
一週間,2403
接触,2404
お話し,2405
屋根,2406
自分自身,2407
各,2408
個,2409
同意,2410
角,2411
覚え,2412
実感,2413
公園,2414
無,2415
ですら,2416
かつ,2417
計算,2418
いまだ,2419
大声,2420
乱暴,2421
荒い,2422
基本,2423
世,2424
縁,2425
なるべく,2426
詰まる,2427
三日,2428
加わる,2429
さっぱり,2430
縛る,2431
何年,2432
強化,2433
データ,2434
謝罪,2435
いちいち,2436
登る,2437
一斉に,2438
ぜひ,2439
材料,2440
しようとする,2441
ちょうだい,2442
掲げる,2443
常識,2444
権利,2445
昼間,2446
合図,2447
飾る,2448
ホテル,2449
誰でも,2450
だっけ,2451
両,2452
意図,2453
一生懸命,2454
つまらない,2455
溶ける,2456
運動,2457
見逃す,2458
もたらす,2459
負う,2460
正式,2461
どうかした,2462
実,2463
何人,2464
とうとう,2465
市,2466
いくつも,2467
以下,2468
貴重,2469
放す,2470
通常,2471
上る,2472
禁止,2473
実験,2474
約,2475
してやる,2476
晴れる,2477
遊び,2478
連続,2479
狙い,2480
ページ,2481
たとえば,2482
くだる,2483
産む,2484
力強い,2485
注文,2486
どこにも,2487
とすると,2488
倍,2489
野,2490
乗り込む,2491
というと,2492
同情,2493
楽しみにする,2494
こなす,2495
秋,2496
尊敬,2497
復活,2498
上手,2499
における,2500
中,2501
大,2502
生,2503
聴く,2504
ごく,2505
解ける,2506
おとなしい,2507
手足,2508
野菜,2509
だもの,2510
となれば,2511
尽くす,2512
整理,2513
日常,2514
好み,2515
どこまでも,2516
汚れる,2517
泊まる,2518
放置,2519
対策,2520
食べ物,2521
何でもない,2522
いかに,2523
ごとに,2524
そっくり,2525
複数,2526
いいね,2527
過ぎ,2528
浅い,2529
若者,2530
呼びかける,2531
嫉妬,2532
眠い,2533
拭く,2534
理想,2535
手前,2536
優先,2537
づらい,2538
活躍,2539
と言っても,2540
発揮,2541
半年,2542
のんびり,2543
話し合う,2544
交換,2545
いったん,2546
痛む,2547
向き合う,2548
近寄る,2549
開発,2550
逆らう,2551
拍手,2552
柱,2553
種,2554
がたい,2555
によると,2556
その先,2557
単なる,2558
気味,2559
でさえ,2560
犠牲,2561
どおり,2562
訪ねる,2563
引き受ける,2564
詰める,2565
資格,2566
チェック,2567
に似て,2568
ある日,2569
玉,2570
愚か,2571
せいぜい,2572
癖,2573
散る,2574
維持,2575
よっぽど,2576
案外,2577
散歩,2578
注目,2579
お互いに,2580
時間がかかる,2581
今のところ,2582
両方,2583
便利,2584
きく,2585
かねない,2586
代わる,2587
不自然,2588
どのよう,2589
転ぶ,2590
恨む,2591
まいる,2592
一般,2593
乱れる,2594
前後,2595
どうしたん,2596
までもない,2597
生じる,2598
伺う,2599
聞かす,2600
以降,2601
引きずる,2602
びっくりした,2603
兄弟,2604
体験,2605
ものになる,2606
自宅,2607
強烈,2608
なさそう,2609
電車,2610
所属,2611
今では,2612
たび,2613
ところへ,2614
応じる,2615
陥る,2616
始末,2617
乾く,2618
真ん中,2619
ポイント,2620
旅行,2621
でして,2622
退屈,2623
指す,2624
除く,2625
生命,2626
手伝い,2627
飽きる,2628
かぶる,2629
そのあと,2630
魅力,2631
乗り越える,2632
役割,2633
飯,2634
犯す,2635
葉,2636
持ち主,2637
根,2638
きっかけ,2639
苦痛,2640
悲しみ,2641
丸,2642
これら,2643
方々,2644
もったいない,2645
疑い,2646
危機,2647
選択肢,2648
特徴,2649
汚い,2650
停止,2651
一杯,2652
くっつく,2653
伴う,2654
変更,2655
に比べ,2656
数える,2657
ゼロ,2658
等,2659
挙げる,2660
勘弁,2661
事前,2662
いっそ,2663
とう,2664
証,2665
跡,2666
実行,2667
抜け出す,2668
相手にする,2669
次第に,2670
勝ち,2671
化,2672
対,2673
一方的,2674
酔う,2675
ふう,2676
商品,2677
上下,2678
惜しい,2679
おめでとう,2680
下る,2681
かと思うと,2682
初,2683
順調,2684
優れる,2685
誇る,2686
調整,2687
対処,2688
夢を見る,2689
二度,2690
困難,2691
グループ,2692
バランス,2693
追加,2694
割る,2695
雇う,2696
愛情,2697
がち,2698
服装,2699
スピード,2700
たまる,2701
主に,2702
べく,2703
豊か,2704
悩み,2705
棚,2706
あたる,2707
感じがする,2708
を通して,2709
この手,2710
保証,2711
設置,2712
近所,2713
再開,2714
ぴったり,2715
疲れ,2716
体調,2717
かなう,2718
対する,2719
どちらも,2720
容易,2721
できるだけ,2722
頭から,2723
用いる,2724
付近,2725
筋,2726
数字,2727
務める,2728
追い出す,2729
施す,2730
叱る,2731
にしておく,2732
要素,2733
安定,2734
およそ,2735
アメリカ,2736
場面,2737
一種,2738
季節,2739
こもる,2740
添える,2741
にもかかわらず,2742
風景,2743
かねる,2744
しつこい,2745
新聞,2746
不明,2747
今頃,2748
かわいそう,2749
憎む,2750
積極的,2751
前回,2752
真の,2753
成果,2754
に従って,2755
収める,2756
必要とする,2757
保護,2758
成立,2759
日本人,2760
下す,2761
申し上げる,2762
あちら,2763
評判,2764
一面,2765
関係者,2766
ふさわしい,2767
個人的,2768
うそ,2769
生かす,2770
いつから,2771
入り込む,2772
年上,2773
最終的,2774
拒否,2775
セット,2776
家庭,2777
明確,2778
特定,2779
出てくる,2780
はるか,2781
そういうもの,2782
決断,2783
欠ける,2784
地位,2785
想定,2786
歓迎,2787
曲がる,2788
たって,2789
表面,2790
不足,2791
でないと,2792
２つ,2793
近づける,2794
提供,2795
経過,2796
熱心,2797
出入り,2798
処分,2799
載る,2800
下,2801
もと,2802
載せる,2803
規模,2804
意味がある,2805
つまる,2806
詳細,2807
何回,2808
うる,2809
地域,2810
好む,2811
悲しむ,2812
よす,2813
始まり,2814
親子,2815
皮,2816
備える,2817
持ち込む,2818
成績,2819
指定,2820
頼み,2821
中には,2822
一見,2823
固める,2824
この中,2825
地方,2826
世界中,2827
念のため,2828
大事にする,2829
義務,2830
世話,2831
肝心,2832
見に行く,2833
塗る,2834
なしに,2835
うっかり,2836
対抗,2837
本格的,2838
身につける,2839
模様,2840
おしまい,2841
発展,2842
キロ,2843
記す,2844
作り,2845
ところから,2846
性質,2847
どうしたらいい,2848
慰める,2849
いざ,2850
分かれる,2851
代わり,2852
出会い,2853
座,2854
入り,2855
出身,2856
案,2857
当初,2858
実現,2859
文化,2860
変わり,2861
一定,2862
目に見える,2863
したる,2864
教わる,2865
引き出す,2866
かえって,2867
指導,2868
深刻,2869
一般的,2870
表す,2871
期間,2872
じっくり,2873
築く,2874
精神的,2875
ほかに,2876
逃す,2877
極めて,2878
焼ける,2879
敷く,2880
負担,2881
方針,2882
小学校,2883
争い,2884
争う,2885
賛成,2886
経る,2887
姿を見せる,2888
取り上げる,2889
というものは,2890
尽きる,2891
新鮮,2892
思い切る,2893
ものなら,2894
持ち出す,2895
重大,2896
共有,2897
勧める,2898
いいところ,2899
暮らし,2900
日,2901
外,2902
大切にする,2903
抗議,2904
割,2905
解釈,2906
夜中,2907
一致,2908
健康,2909
大いに,2910
その他,2911
にやっ,2912
余り,2913
社,2914
苦しみ,2915
挑戦,2916
何十,2917
建てる,2918
高まる,2919
よく言う,2920
毎年,2921
歩む,2922
根拠,2923
よそ,2924
数々,2925
午前,2926
高める,2927
余地,2928
来年,2929
足る,2930
からには,2931
利益,2932
つれる,2933
英語,2934
最終,2935
中でも,2936
厚い,2937
改める,2938
ケース,2939
悪くなる,2940
習う,2941
達成,2942
前提,2943
帰す,2944
減らす,2945
つなぐ,2946
分析,2947
ともに,2948
役立つ,2949
一時的,2950
長年,2951
よくある,2952
生涯,2953
大胆,2954
こうした,2955
こだわる,2956
共通,2957
制限,2958
質,2959
多数,2960
さまざま,2961
定める,2962
外出,2963
徹底的,2964
比較的,2965
実際は,2966
まとまる,2967
地元,2968
恵まれる,2969
経営,2970
中止,2971
検討,2972
働き,2973
引き上げる,2974
提出,2975
非難,2976
数年,2977
だく,2978
よくなる,2979
強める,2980
専門,2981
海外,2982
向け,2983
行方,2984
傾向,2985
ものにする,2986
以内,2987
はじめ,2988
後半,2989
関連,2990
議論,2991
拡大,2992
設ける,2993
努める,2994
出席,2995
全国,2996
背景,2997
基準,2998
どのように,2999
思うように,3000
ふう,3001
身近,3002
幅,3003
強調,3004
見直す,3005
占める,3006
はぁ,3007
あたし,3008
魔法,3009
頷く,3010
剣,3011
呟く,3012
微笑む,3013
ふふ,3014
撫でる,3015
貴様,3016
っす,3017
キス,3018
眼,3019
屋敷,3020
居る,3021
美味しい,3022
貴族,3023
掴む,3024
すいません,3025
顔を上げる,3026
戦闘,3027
貰う,3028
騎士,3029
よー,3030
魔,3031
軍,3032
魔力,3033
撃つ,3034
王子,3035
ああああ,3036
凄い,3037
更に,3038
獣,3039
苦笑,3040
デート,3041
呆れる,3042
手を伸ばす,3043
己,3044
拳,3045
指先,3046
漏らす,3047
喋る,3048
悪魔,3049
わたくし,3050
睨む,3051
声を上げる,3052
ふむ,3053
見開く,3054
上手い,3055
お兄ちゃん,3056
御,3057
お腹,3058
何故,3059
溢れる,3060
見下ろす,3061
はは,3062
老人,3063
一同,3064
死体,3065
為,3066
青年,3067
学園,3068
元々,3069
口元,3070
舐める,3071
戸惑う,3072
お姉ちゃん,3073
ママ,3074
母さん,3075
携帯,3076
音を立てる,3077
ははは,3078
姫,3079
四人,3080
一撃,3081
殿,3082
ヤツ,3083
お前ら,3084
うわっ,3085
おれ,3086
抱きしめる,3087
まぁ,3088
気持ちいい,3089
ある人,3090
おおう,3091
うわあ,3092
わし,3093
うむ,3094
ねー,3095
ホント,3096
さぁ,3097
うなずく,3098
くん,3099
おまえ,3100
ねぇ,3101
震わせる,3102
首を振る,3103
野郎,3104
肉体,3105
操る,3106
っち,3107
恐らく,3108
想い,3109
フッ,3110
目を閉じる,3111
ポケット,3112
馬車,3113
撮る,3114
私達,3115
ええっ,3116
ナイフ,3117
親父,3118
ヤバい,3119
兵士,3120
矢,3121
見回す,3122
護衛,3123
兵,3124
ってば,3125
首を傾げる,3126
酷い,3127
ちょっ,3128
今更,3129
ドレス,3130
王国,3131
あはは,3132
パパ,3133
手を振る,3134
くそ,3135
怯える,3136
飲み込む,3137
程,3138
照れる,3139
ノック,3140
戦場,3141
斬る,3142
内心,3143
脚,3144
技,3145
スカート,3146
安堵,3147
顎,3148
メール,3149
最強,3150
貴方,3151
脇,3152
人類,3153
お姉さん,3154
囁く,3155
騙す,3156
とやら,3157
塊,3158
呆然,3159
チーム,3160
お菓子,3161
部隊,3162
訊く,3163
発動,3164
呪い,3165
